read name: @SOMEREAD_83, chromosome: Chromosome_2, strand: +, position: 1707 
read name: @SOMEREAD_7121, chromosome: Chromosome_1, strand: +, position: 87393 
read name: @SOMEREAD_4376, chromosome: Chromosome_1, strand: +, position: 223887 
read name: @SOMEREAD_4716, chromosome: Chromosome_2, strand: +, position: 60078 
read name: @SOMEREAD_3561, chromosome: Chromosome_2, strand: +, position: 58102 
read name: @SOMEREAD_2417, chromosome: Chromosome_1, strand: +, position: 211264 
read name: @SOMEREAD_9752, chromosome: Chromosome_1, strand: +, position: 156693 
read name: @SOMEREAD_5703, chromosome: Chromosome_1, strand: +, position: 199978 
read name: @SOMEREAD_3776, chromosome: Chromosome_2, strand: +, position: 8553 
read name: @SOMEREAD_879, chromosome: Chromosome_2, strand: +, position: 31487 
read name: @SOMEREAD_8756, chromosome: Chromosome_1, strand: +, position: 159313 
read name: @SOMEREAD_342, chromosome: Chromosome_2, strand: +, position: 28420 
read name: @SOMEREAD_8905, chromosome: Chromosome_0, strand: +, position: 168352 
read name: @SOMEREAD_7053, chromosome: Chromosome_1, strand: +, position: 103930 
read name: @SOMEREAD_241, chromosome: Chromosome_0, strand: +, position: 366633 
read name: @SOMEREAD_4747, chromosome: Chromosome_1, strand: +, position: 148771 
read name: @SOMEREAD_3481, chromosome: Chromosome_2, strand: +, position: 48008 
read name: @SOMEREAD_2111, chromosome: Chromosome_1, strand: +, position: 85623 
read name: @SOMEREAD_611, chromosome: Chromosome_0, strand: +, position: 328719 
read name: @SOMEREAD_8501, chromosome: Chromosome_2, strand: +, position: 30032 
read name: @SOMEREAD_9837, chromosome: Chromosome_1, strand: +, position: 86006 
read name: @SOMEREAD_4860, chromosome: Chromosome_0, strand: +, position: 147242 
read name: @SOMEREAD_3460, chromosome: Chromosome_2, strand: +, position: 82426 
read name: @SOMEREAD_3419, chromosome: Chromosome_2, strand: +, position: 25285 
read name: @SOMEREAD_3488, chromosome: Chromosome_0, strand: +, position: 415091 
read name: @SOMEREAD_8569, chromosome: Chromosome_1, strand: +, position: 222952 
read name: @SOMEREAD_9976, chromosome: Chromosome_2, strand: +, position: 98929 
read name: @SOMEREAD_2222, chromosome: Chromosome_2, strand: +, position: 81578 
read name: @SOMEREAD_45, chromosome: Chromosome_1, strand: +, position: 51151 
read name: @SOMEREAD_9953, chromosome: Chromosome_2, strand: +, position: 5593 
read name: @SOMEREAD_8399, chromosome: Chromosome_0, strand: +, position: 454520 
read name: @SOMEREAD_5309, chromosome: Chromosome_1, strand: +, position: 186912 
read name: @SOMEREAD_7266, chromosome: Chromosome_0, strand: +, position: 107830 
read name: @SOMEREAD_2680, chromosome: Chromosome_0, strand: +, position: 342467 
read name: @SOMEREAD_7866, chromosome: Chromosome_2, strand: +, position: 39750 
read name: @SOMEREAD_8969, chromosome: Chromosome_0, strand: +, position: 437264 
read name: @SOMEREAD_4674, chromosome: Chromosome_1, strand: +, position: 236888 
read name: @SOMEREAD_2917, chromosome: Chromosome_0, strand: +, position: 262416 
read name: @SOMEREAD_8847, chromosome: Chromosome_0, strand: +, position: 369036 
read name: @SOMEREAD_7524, chromosome: Chromosome_0, strand: +, position: 343825 
read name: @SOMEREAD_737, chromosome: Chromosome_0, strand: +, position: 21679 
read name: @SOMEREAD_2556, chromosome: Chromosome_1, strand: +, position: 191442 
read name: @SOMEREAD_3459, chromosome: Chromosome_0, strand: +, position: 62586 
read name: @SOMEREAD_7679, chromosome: Chromosome_1, strand: +, position: 74648 
read name: @SOMEREAD_9865, chromosome: Chromosome_0, strand: +, position: 117273 
read name: @SOMEREAD_7306, chromosome: Chromosome_2, strand: +, position: 56728 
read name: @SOMEREAD_584, chromosome: Chromosome_1, strand: +, position: 73084 
read name: @SOMEREAD_6308, chromosome: Chromosome_2, strand: +, position: 51103 
read name: @SOMEREAD_268, chromosome: Chromosome_0, strand: +, position: 392973 
read name: @SOMEREAD_4642, chromosome: Chromosome_2, strand: +, position: 14606 
read name: @SOMEREAD_5814, chromosome: Chromosome_0, strand: +, position: 402532 
read name: @SOMEREAD_4472, chromosome: Chromosome_0, strand: +, position: 274060 
read name: @SOMEREAD_5018, chromosome: Chromosome_2, strand: +, position: 37587 
read name: @SOMEREAD_936, chromosome: Chromosome_0, strand: +, position: 279508 
read name: @SOMEREAD_2367, chromosome: Chromosome_0, strand: +, position: 377323 
read name: @SOMEREAD_6728, chromosome: Chromosome_1, strand: +, position: 51689 
read name: @SOMEREAD_8282, chromosome: Chromosome_2, strand: +, position: 48073 
read name: @SOMEREAD_8504, chromosome: Chromosome_0, strand: +, position: 242764 
read name: @SOMEREAD_4391, chromosome: Chromosome_1, strand: +, position: 226313 
read name: @SOMEREAD_8729, chromosome: Chromosome_2, strand: +, position: 88279 
read name: @SOMEREAD_3907, chromosome: Chromosome_2, strand: +, position: 84349 
read name: @SOMEREAD_5228, chromosome: Chromosome_2, strand: +, position: 174 
read name: @SOMEREAD_9505, chromosome: Chromosome_2, strand: +, position: 40627 
read name: @SOMEREAD_835, chromosome: Chromosome_2, strand: +, position: 40547 
read name: @SOMEREAD_5040, chromosome: Chromosome_1, strand: +, position: 175802 
read name: @SOMEREAD_8110, chromosome: Chromosome_1, strand: +, position: 157049 
read name: @SOMEREAD_2642, chromosome: Chromosome_1, strand: +, position: 42800 
read name: @SOMEREAD_4816, chromosome: Chromosome_1, strand: +, position: 101796 
read name: @SOMEREAD_2423, chromosome: Chromosome_1, strand: +, position: 126882 
read name: @SOMEREAD_1811, chromosome: Chromosome_2, strand: +, position: 28551 
read name: @SOMEREAD_6044, chromosome: Chromosome_1, strand: +, position: 27240 
read name: @SOMEREAD_2539, chromosome: Chromosome_1, strand: +, position: 230723 
read name: @SOMEREAD_6039, chromosome: Chromosome_1, strand: +, position: 180746 
read name: @SOMEREAD_8096, chromosome: Chromosome_0, strand: +, position: 109073 
read name: @SOMEREAD_3019, chromosome: Chromosome_0, strand: +, position: 310966 
read name: @SOMEREAD_8968, chromosome: Chromosome_0, strand: +, position: 12415 
read name: @SOMEREAD_4602, chromosome: Chromosome_0, strand: +, position: 288374 
read name: @SOMEREAD_6783, chromosome: Chromosome_2, strand: +, position: 19707 
read name: @SOMEREAD_3382, chromosome: Chromosome_2, strand: +, position: 81459 
read name: @SOMEREAD_4775, chromosome: Chromosome_2, strand: +, position: 26481 
read name: @SOMEREAD_5458, chromosome: Chromosome_0, strand: +, position: 382639 
read name: @SOMEREAD_8607, chromosome: Chromosome_2, strand: +, position: 12805 
read name: @SOMEREAD_7696, chromosome: Chromosome_0, strand: +, position: 155255 
read name: @SOMEREAD_3086, chromosome: Chromosome_2, strand: +, position: 85249 
read name: @SOMEREAD_7039, chromosome: Chromosome_2, strand: +, position: 93515 
read name: @SOMEREAD_6276, chromosome: Chromosome_1, strand: +, position: 223292 
read name: @SOMEREAD_4098, chromosome: Chromosome_0, strand: +, position: 345272 
read name: @SOMEREAD_4715, chromosome: Chromosome_2, strand: +, position: 80774 
read name: @SOMEREAD_4639, chromosome: Chromosome_0, strand: +, position: 38429 
read name: @SOMEREAD_9797, chromosome: Chromosome_1, strand: +, position: 14497 
read name: @SOMEREAD_1108, chromosome: Chromosome_2, strand: +, position: 20300 
read name: @SOMEREAD_2710, chromosome: Chromosome_2, strand: +, position: 48481 
read name: @SOMEREAD_3431, chromosome: Chromosome_0, strand: +, position: 192769 
read name: @SOMEREAD_6414, chromosome: Chromosome_0, strand: +, position: 192438 
read name: @SOMEREAD_3513, chromosome: Chromosome_2, strand: +, position: 34936 
read name: @SOMEREAD_8656, chromosome: Chromosome_2, strand: +, position: 78692 
read name: @SOMEREAD_2826, chromosome: Chromosome_0, strand: +, position: 78151 
read name: @SOMEREAD_4109, chromosome: Chromosome_0, strand: +, position: 181626 
read name: @SOMEREAD_1547, chromosome: Chromosome_2, strand: +, position: 30158 
read name: @SOMEREAD_6582, chromosome: Chromosome_0, strand: +, position: 494798 
read name: @SOMEREAD_4750, chromosome: Chromosome_1, strand: +, position: 137424 
read name: @SOMEREAD_4865, chromosome: Chromosome_0, strand: +, position: 486183 
read name: @SOMEREAD_8329, chromosome: Chromosome_2, strand: +, position: 25814 
read name: @SOMEREAD_6635, chromosome: Chromosome_2, strand: +, position: 22726 
read name: @SOMEREAD_1249, chromosome: Chromosome_1, strand: +, position: 88791 
read name: @SOMEREAD_7, chromosome: Chromosome_2, strand: +, position: 37720 
read name: @SOMEREAD_3630, chromosome: Chromosome_1, strand: +, position: 22621 
read name: @SOMEREAD_488, chromosome: Chromosome_1, strand: +, position: 139225 
read name: @SOMEREAD_6192, chromosome: Chromosome_2, strand: +, position: 4394 
read name: @SOMEREAD_5328, chromosome: Chromosome_1, strand: +, position: 85061 
read name: @SOMEREAD_741, chromosome: Chromosome_1, strand: +, position: 157761 
read name: @SOMEREAD_1048, chromosome: Chromosome_1, strand: +, position: 17004 
read name: @SOMEREAD_8668, chromosome: Chromosome_1, strand: +, position: 148153 
read name: @SOMEREAD_9124, chromosome: Chromosome_0, strand: +, position: 99065 
read name: @SOMEREAD_7780, chromosome: Chromosome_2, strand: +, position: 56563 
read name: @SOMEREAD_5912, chromosome: Chromosome_2, strand: +, position: 5950 
read name: @SOMEREAD_8309, chromosome: Chromosome_2, strand: +, position: 71387 
read name: @SOMEREAD_4444, chromosome: Chromosome_1, strand: +, position: 107929 
read name: @SOMEREAD_411, chromosome: Chromosome_0, strand: +, position: 141864 
read name: @SOMEREAD_8659, chromosome: Chromosome_2, strand: +, position: 24641 
read name: @SOMEREAD_5992, chromosome: Chromosome_0, strand: +, position: 319682 
read name: @SOMEREAD_6817, chromosome: Chromosome_0, strand: +, position: 193646 
read name: @SOMEREAD_1355, chromosome: Chromosome_0, strand: +, position: 145994 
read name: @SOMEREAD_1645, chromosome: Chromosome_1, strand: +, position: 53912 
read name: @SOMEREAD_9183, chromosome: Chromosome_1, strand: +, position: 95304 
read name: @SOMEREAD_8285, chromosome: Chromosome_1, strand: +, position: 35355 
read name: @SOMEREAD_1964, chromosome: Chromosome_2, strand: +, position: 63135 
read name: @SOMEREAD_3727, chromosome: Chromosome_0, strand: +, position: 410394 
read name: @SOMEREAD_284, chromosome: Chromosome_0, strand: +, position: 269780 
read name: @SOMEREAD_7192, chromosome: Chromosome_0, strand: +, position: 470400 
read name: @SOMEREAD_5530, chromosome: Chromosome_1, strand: +, position: 159604 
read name: @SOMEREAD_1409, chromosome: Chromosome_0, strand: +, position: 84925 
read name: @SOMEREAD_5117, chromosome: Chromosome_0, strand: +, position: 395040 
read name: @SOMEREAD_5068, chromosome: Chromosome_2, strand: +, position: 86072 
read name: @SOMEREAD_3531, chromosome: Chromosome_0, strand: +, position: 213180 
read name: @SOMEREAD_8342, chromosome: Chromosome_2, strand: +, position: 61448 
read name: @SOMEREAD_9411, chromosome: Chromosome_0, strand: +, position: 28281 
read name: @SOMEREAD_9828, chromosome: Chromosome_1, strand: +, position: 170097 
read name: @SOMEREAD_887, chromosome: Chromosome_1, strand: +, position: 166846 
read name: @SOMEREAD_1859, chromosome: Chromosome_1, strand: +, position: 181136 
read name: @SOMEREAD_9070, chromosome: Chromosome_2, strand: +, position: 29475 
read name: @SOMEREAD_3209, chromosome: Chromosome_0, strand: +, position: 446509 
read name: @SOMEREAD_4224, chromosome: Chromosome_0, strand: +, position: 80075 
read name: @SOMEREAD_834, chromosome: Chromosome_1, strand: +, position: 56745 
read name: @SOMEREAD_4113, chromosome: Chromosome_2, strand: +, position: 23371 
read name: @SOMEREAD_9822, chromosome: Chromosome_1, strand: +, position: 8693 
read name: @SOMEREAD_6871, chromosome: Chromosome_0, strand: +, position: 51393 
read name: @SOMEREAD_4124, chromosome: Chromosome_0, strand: +, position: 310419 
read name: @SOMEREAD_2011, chromosome: Chromosome_2, strand: +, position: 26581 
read name: @SOMEREAD_3384, chromosome: Chromosome_0, strand: +, position: 208848 
read name: @SOMEREAD_4558, chromosome: Chromosome_2, strand: +, position: 510 
read name: @SOMEREAD_3900, chromosome: Chromosome_2, strand: +, position: 510 
read name: @SOMEREAD_7955, chromosome: Chromosome_1, strand: +, position: 41416 
read name: @SOMEREAD_5526, chromosome: Chromosome_2, strand: +, position: 26069 
read name: @SOMEREAD_7875, chromosome: Chromosome_1, strand: +, position: 70185 
read name: @SOMEREAD_6457, chromosome: Chromosome_0, strand: +, position: 382383 
read name: @SOMEREAD_802, chromosome: Chromosome_2, strand: +, position: 11427 
read name: @SOMEREAD_4269, chromosome: Chromosome_0, strand: +, position: 95336 
read name: @SOMEREAD_9796, chromosome: Chromosome_2, strand: +, position: 55148 
read name: @SOMEREAD_4304, chromosome: Chromosome_0, strand: +, position: 176841 
read name: @SOMEREAD_6071, chromosome: Chromosome_0, strand: +, position: 418281 
read name: @SOMEREAD_6563, chromosome: Chromosome_1, strand: +, position: 50166 
read name: @SOMEREAD_9277, chromosome: Chromosome_1, strand: +, position: 2225 
read name: @SOMEREAD_4000, chromosome: Chromosome_2, strand: +, position: 13970 
read name: @SOMEREAD_7795, chromosome: Chromosome_0, strand: +, position: 408373 
read name: @SOMEREAD_9221, chromosome: Chromosome_2, strand: +, position: 50273 
read name: @SOMEREAD_16, chromosome: Chromosome_0, strand: +, position: 58531 
read name: @SOMEREAD_9715, chromosome: Chromosome_1, strand: +, position: 16844 
read name: @SOMEREAD_7625, chromosome: Chromosome_2, strand: +, position: 8785 
read name: @SOMEREAD_509, chromosome: Chromosome_1, strand: +, position: 111416 
read name: @SOMEREAD_5910, chromosome: Chromosome_1, strand: +, position: 160496 
read name: @SOMEREAD_8316, chromosome: Chromosome_1, strand: +, position: 128688 
read name: @SOMEREAD_7081, chromosome: Chromosome_1, strand: +, position: 123159 
read name: @SOMEREAD_755, chromosome: Chromosome_0, strand: +, position: 245691 
read name: @SOMEREAD_9704, chromosome: Chromosome_2, strand: +, position: 46874 
read name: @SOMEREAD_7622, chromosome: Chromosome_1, strand: +, position: 31851 
read name: @SOMEREAD_419, chromosome: Chromosome_0, strand: +, position: 214659 
read name: @SOMEREAD_118, chromosome: Chromosome_0, strand: +, position: 253719 
read name: @SOMEREAD_1820, chromosome: Chromosome_1, strand: +, position: 12636 
read name: @SOMEREAD_4658, chromosome: Chromosome_0, strand: +, position: 297227 
read name: @SOMEREAD_3477, chromosome: Chromosome_1, strand: +, position: 173080 
read name: @SOMEREAD_2408, chromosome: Chromosome_1, strand: +, position: 121837 
read name: @SOMEREAD_7556, chromosome: Chromosome_2, strand: +, position: 87795 
read name: @SOMEREAD_7182, chromosome: Chromosome_1, strand: +, position: 43263 
read name: @SOMEREAD_1318, chromosome: Chromosome_2, strand: +, position: 56757 
read name: @SOMEREAD_9894, chromosome: Chromosome_2, strand: +, position: 98717 
read name: @SOMEREAD_7542, chromosome: Chromosome_1, strand: +, position: 248958 
read name: @SOMEREAD_8162, chromosome: Chromosome_0, strand: +, position: 320199 
read name: @SOMEREAD_3605, chromosome: Chromosome_2, strand: +, position: 79235 
read name: @SOMEREAD_113, chromosome: Chromosome_2, strand: +, position: 29692 
read name: @SOMEREAD_750, chromosome: Chromosome_0, strand: +, position: 237008 
read name: @SOMEREAD_8874, chromosome: Chromosome_0, strand: +, position: 14601 
read name: @SOMEREAD_1366, chromosome: Chromosome_2, strand: +, position: 64295 
read name: @SOMEREAD_2229, chromosome: Chromosome_1, strand: +, position: 61576 
read name: @SOMEREAD_5648, chromosome: Chromosome_1, strand: +, position: 114271 
read name: @SOMEREAD_5005, chromosome: Chromosome_1, strand: +, position: 181261 
read name: @SOMEREAD_5451, chromosome: Chromosome_2, strand: +, position: 43236 
read name: @SOMEREAD_6535, chromosome: Chromosome_2, strand: +, position: 98988 
read name: @SOMEREAD_2995, chromosome: Chromosome_0, strand: +, position: 429490 
read name: @SOMEREAD_3159, chromosome: Chromosome_1, strand: +, position: 92033 
read name: @SOMEREAD_8347, chromosome: Chromosome_0, strand: +, position: 101404 
read name: @SOMEREAD_6755, chromosome: Chromosome_1, strand: +, position: 117027 
read name: @SOMEREAD_9153, chromosome: Chromosome_2, strand: +, position: 71464 
read name: @SOMEREAD_4110, chromosome: Chromosome_1, strand: +, position: 104182 
read name: @SOMEREAD_6467, chromosome: Chromosome_0, strand: +, position: 409321 
read name: @SOMEREAD_5169, chromosome: Chromosome_2, strand: +, position: 78346 
read name: @SOMEREAD_781, chromosome: Chromosome_0, strand: +, position: 497822 
read name: @SOMEREAD_7494, chromosome: Chromosome_0, strand: +, position: 250853 
read name: @SOMEREAD_7872, chromosome: Chromosome_2, strand: +, position: 93696 
read name: @SOMEREAD_9697, chromosome: Chromosome_0, strand: +, position: 334937 
read name: @SOMEREAD_6206, chromosome: Chromosome_2, strand: +, position: 98601 
read name: @SOMEREAD_5483, chromosome: Chromosome_2, strand: +, position: 87838 
read name: @SOMEREAD_9571, chromosome: Chromosome_2, strand: +, position: 72003 
read name: @SOMEREAD_6748, chromosome: Chromosome_0, strand: +, position: 101332 
read name: @SOMEREAD_4528, chromosome: Chromosome_1, strand: +, position: 163393 
read name: @SOMEREAD_8451, chromosome: Chromosome_1, strand: +, position: 124616 
read name: @SOMEREAD_2280, chromosome: Chromosome_0, strand: +, position: 172526 
read name: @SOMEREAD_1975, chromosome: Chromosome_0, strand: +, position: 498386 
read name: @SOMEREAD_4694, chromosome: Chromosome_1, strand: +, position: 72699 
read name: @SOMEREAD_5388, chromosome: Chromosome_0, strand: +, position: 67105 
read name: @SOMEREAD_95, chromosome: Chromosome_2, strand: +, position: 89001 
read name: @SOMEREAD_5480, chromosome: Chromosome_0, strand: +, position: 50543 
read name: @SOMEREAD_4733, chromosome: Chromosome_1, strand: +, position: 197061 
read name: @SOMEREAD_7567, chromosome: Chromosome_0, strand: +, position: 304237 
read name: @SOMEREAD_3904, chromosome: Chromosome_2, strand: +, position: 11445 
read name: @SOMEREAD_9710, chromosome: Chromosome_2, strand: +, position: 10187 
read name: @SOMEREAD_8483, chromosome: Chromosome_1, strand: +, position: 153333 
read name: @SOMEREAD_5651, chromosome: Chromosome_0, strand: +, position: 222058 
read name: @SOMEREAD_9679, chromosome: Chromosome_0, strand: +, position: 259943 
read name: @SOMEREAD_8530, chromosome: Chromosome_1, strand: +, position: 180887 
read name: @SOMEREAD_8079, chromosome: Chromosome_1, strand: +, position: 209531 
read name: @SOMEREAD_2287, chromosome: Chromosome_2, strand: +, position: 94682 
read name: @SOMEREAD_3626, chromosome: Chromosome_1, strand: +, position: 23429 
read name: @SOMEREAD_9721, chromosome: Chromosome_1, strand: +, position: 221775 
read name: @SOMEREAD_6110, chromosome: Chromosome_2, strand: +, position: 8353 
read name: @SOMEREAD_8320, chromosome: Chromosome_2, strand: +, position: 48261 
read name: @SOMEREAD_7287, chromosome: Chromosome_2, strand: +, position: 81520 
read name: @SOMEREAD_6928, chromosome: Chromosome_0, strand: +, position: 81709 
read name: @SOMEREAD_1534, chromosome: Chromosome_2, strand: +, position: 4048 
read name: @SOMEREAD_8816, chromosome: Chromosome_0, strand: +, position: 338309 
read name: @SOMEREAD_119, chromosome: Chromosome_1, strand: +, position: 88324 
read name: @SOMEREAD_9845, chromosome: Chromosome_0, strand: +, position: 276835 
read name: @SOMEREAD_4072, chromosome: Chromosome_0, strand: +, position: 3065 
read name: @SOMEREAD_3473, chromosome: Chromosome_2, strand: +, position: 23783 
read name: @SOMEREAD_9781, chromosome: Chromosome_0, strand: +, position: 338788 
read name: @SOMEREAD_8040, chromosome: Chromosome_1, strand: +, position: 51020 
read name: @SOMEREAD_5208, chromosome: Chromosome_2, strand: +, position: 78920 
read name: @SOMEREAD_9982, chromosome: Chromosome_0, strand: +, position: 333568 
read name: @SOMEREAD_2175, chromosome: Chromosome_0, strand: +, position: 248561 
read name: @SOMEREAD_3534, chromosome: Chromosome_2, strand: +, position: 96160 
read name: @SOMEREAD_8635, chromosome: Chromosome_2, strand: +, position: 38998 
read name: @SOMEREAD_8698, chromosome: Chromosome_0, strand: +, position: 302264 
read name: @SOMEREAD_2634, chromosome: Chromosome_2, strand: +, position: 97921 
read name: @SOMEREAD_2102, chromosome: Chromosome_0, strand: +, position: 85204 
read name: @SOMEREAD_9838, chromosome: Chromosome_1, strand: +, position: 139662 
read name: @SOMEREAD_9878, chromosome: Chromosome_1, strand: +, position: 211805 
read name: @SOMEREAD_2374, chromosome: Chromosome_0, strand: +, position: 152201 
read name: @SOMEREAD_6895, chromosome: Chromosome_2, strand: +, position: 35634 
read name: @SOMEREAD_6665, chromosome: Chromosome_0, strand: +, position: 462784 
read name: @SOMEREAD_1773, chromosome: Chromosome_2, strand: +, position: 21446 
read name: @SOMEREAD_1510, chromosome: Chromosome_1, strand: +, position: 168070 
read name: @SOMEREAD_7252, chromosome: Chromosome_1, strand: +, position: 150505 
read name: @SOMEREAD_2349, chromosome: Chromosome_1, strand: +, position: 185895 
read name: @SOMEREAD_3586, chromosome: Chromosome_0, strand: +, position: 309001 
read name: @SOMEREAD_5646, chromosome: Chromosome_2, strand: +, position: 45153 
read name: @SOMEREAD_2693, chromosome: Chromosome_0, strand: +, position: 97951 
read name: @SOMEREAD_2044, chromosome: Chromosome_0, strand: +, position: 296885 
read name: @SOMEREAD_3239, chromosome: Chromosome_0, strand: +, position: 122479 
read name: @SOMEREAD_7533, chromosome: Chromosome_0, strand: +, position: 35672 
read name: @SOMEREAD_3806, chromosome: Chromosome_1, strand: +, position: 86912 
read name: @SOMEREAD_6812, chromosome: Chromosome_1, strand: +, position: 1724 
read name: @SOMEREAD_1259, chromosome: Chromosome_2, strand: +, position: 1466 
read name: @SOMEREAD_4373, chromosome: Chromosome_2, strand: +, position: 10890 
read name: @SOMEREAD_6198, chromosome: Chromosome_0, strand: +, position: 163271 
read name: @SOMEREAD_1437, chromosome: Chromosome_1, strand: +, position: 72230 
read name: @SOMEREAD_8082, chromosome: Chromosome_1, strand: +, position: 35745 
read name: @SOMEREAD_7508, chromosome: Chromosome_0, strand: +, position: 32946 
read name: @SOMEREAD_1925, chromosome: Chromosome_1, strand: +, position: 144785 
read name: @SOMEREAD_5210, chromosome: Chromosome_1, strand: +, position: 72752 
read name: @SOMEREAD_8526, chromosome: Chromosome_1, strand: +, position: 57672 
read name: @SOMEREAD_8611, chromosome: Chromosome_0, strand: +, position: 462938 
read name: @SOMEREAD_5511, chromosome: Chromosome_1, strand: +, position: 197837 
read name: @SOMEREAD_3709, chromosome: Chromosome_2, strand: +, position: 53603 
read name: @SOMEREAD_9347, chromosome: Chromosome_2, strand: +, position: 99106 
read name: @SOMEREAD_3081, chromosome: Chromosome_1, strand: +, position: 688 
read name: @SOMEREAD_4142, chromosome: Chromosome_0, strand: +, position: 194546 
read name: @SOMEREAD_2332, chromosome: Chromosome_0, strand: +, position: 328674 
read name: @SOMEREAD_2071, chromosome: Chromosome_2, strand: +, position: 38406 
read name: @SOMEREAD_6517, chromosome: Chromosome_2, strand: +, position: 92777 
read name: @SOMEREAD_4315, chromosome: Chromosome_0, strand: +, position: 64046 
read name: @SOMEREAD_9998, chromosome: Chromosome_0, strand: +, position: 199447 
read name: @SOMEREAD_6454, chromosome: Chromosome_1, strand: +, position: 32486 
read name: @SOMEREAD_3956, chromosome: Chromosome_2, strand: +, position: 26754 
read name: @SOMEREAD_3741, chromosome: Chromosome_1, strand: +, position: 210220 
read name: @SOMEREAD_1194, chromosome: Chromosome_0, strand: +, position: 268316 
read name: @SOMEREAD_7222, chromosome: Chromosome_1, strand: +, position: 10289 
read name: @SOMEREAD_3857, chromosome: Chromosome_2, strand: +, position: 75759 
read name: @SOMEREAD_7220, chromosome: Chromosome_1, strand: +, position: 109484 
read name: @SOMEREAD_9359, chromosome: Chromosome_0, strand: +, position: 369823 
read name: @SOMEREAD_5488, chromosome: Chromosome_1, strand: +, position: 221921 
read name: @SOMEREAD_8392, chromosome: Chromosome_1, strand: +, position: 95548 
read name: @SOMEREAD_3231, chromosome: Chromosome_0, strand: +, position: 175729 
read name: @SOMEREAD_4850, chromosome: Chromosome_1, strand: +, position: 134534 
read name: @SOMEREAD_8811, chromosome: Chromosome_2, strand: +, position: 45678 
read name: @SOMEREAD_9205, chromosome: Chromosome_0, strand: +, position: 344198 
read name: @SOMEREAD_2054, chromosome: Chromosome_0, strand: +, position: 178616 
read name: @SOMEREAD_4090, chromosome: Chromosome_1, strand: +, position: 80165 
read name: @SOMEREAD_6564, chromosome: Chromosome_1, strand: +, position: 242198 
read name: @SOMEREAD_5060, chromosome: Chromosome_0, strand: +, position: 9567 
read name: @SOMEREAD_1902, chromosome: Chromosome_0, strand: +, position: 249890 
read name: @SOMEREAD_4711, chromosome: Chromosome_1, strand: +, position: 17035 
read name: @SOMEREAD_3401, chromosome: Chromosome_2, strand: +, position: 50173 
read name: @SOMEREAD_5765, chromosome: Chromosome_0, strand: +, position: 486262 
read name: @SOMEREAD_2009, chromosome: Chromosome_0, strand: +, position: 21406 
read name: @SOMEREAD_9379, chromosome: Chromosome_1, strand: +, position: 234265 
read name: @SOMEREAD_3691, chromosome: Chromosome_0, strand: +, position: 314496 
read name: @SOMEREAD_7901, chromosome: Chromosome_0, strand: +, position: 371640 
read name: @SOMEREAD_1893, chromosome: Chromosome_0, strand: +, position: 16509 
read name: @SOMEREAD_2202, chromosome: Chromosome_1, strand: +, position: 240518 
read name: @SOMEREAD_9403, chromosome: Chromosome_1, strand: +, position: 239878 
read name: @SOMEREAD_3109, chromosome: Chromosome_2, strand: +, position: 81552 
read name: @SOMEREAD_5292, chromosome: Chromosome_2, strand: +, position: 51017 
read name: @SOMEREAD_7635, chromosome: Chromosome_1, strand: +, position: 10601 
read name: @SOMEREAD_4456, chromosome: Chromosome_2, strand: +, position: 37282 
read name: @SOMEREAD_8072, chromosome: Chromosome_0, strand: +, position: 459050 
read name: @SOMEREAD_6723, chromosome: Chromosome_2, strand: +, position: 76096 
read name: @SOMEREAD_9866, chromosome: Chromosome_0, strand: +, position: 485685 
read name: @SOMEREAD_5209, chromosome: Chromosome_2, strand: +, position: 85463 
read name: @SOMEREAD_2630, chromosome: Chromosome_1, strand: +, position: 20664 
read name: @SOMEREAD_5076, chromosome: Chromosome_0, strand: +, position: 153549 
read name: @SOMEREAD_146, chromosome: Chromosome_1, strand: +, position: 39128 
read name: @SOMEREAD_7052, chromosome: Chromosome_2, strand: +, position: 92801 
read name: @SOMEREAD_6829, chromosome: Chromosome_1, strand: +, position: 172880 
read name: @SOMEREAD_5640, chromosome: Chromosome_1, strand: +, position: 17658 
read name: @SOMEREAD_8144, chromosome: Chromosome_0, strand: +, position: 50864 
read name: @SOMEREAD_2745, chromosome: Chromosome_2, strand: +, position: 7898 
read name: @SOMEREAD_2914, chromosome: Chromosome_0, strand: +, position: 184866 
read name: @SOMEREAD_2312, chromosome: Chromosome_2, strand: +, position: 46868 
read name: @SOMEREAD_1462, chromosome: Chromosome_0, strand: +, position: 217695 
read name: @SOMEREAD_1967, chromosome: Chromosome_2, strand: +, position: 3956 
read name: @SOMEREAD_9637, chromosome: Chromosome_1, strand: +, position: 60081 
read name: @SOMEREAD_275, chromosome: Chromosome_0, strand: +, position: 68986 
read name: @SOMEREAD_8183, chromosome: Chromosome_0, strand: +, position: 39067 
read name: @SOMEREAD_6120, chromosome: Chromosome_1, strand: +, position: 162411 
read name: @SOMEREAD_8820, chromosome: Chromosome_1, strand: +, position: 216518 
read name: @SOMEREAD_3056, chromosome: Chromosome_2, strand: +, position: 10329 
read name: @SOMEREAD_8736, chromosome: Chromosome_0, strand: +, position: 380307 
read name: @SOMEREAD_3033, chromosome: Chromosome_0, strand: +, position: 22379 
read name: @SOMEREAD_9881, chromosome: Chromosome_0, strand: +, position: 254912 
read name: @SOMEREAD_84, chromosome: Chromosome_0, strand: +, position: 451135 
